index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
403,NA89685,Oregon,M,College,574614.83,61990.0,72.0,0.0,Personal Auto,Four-Door Car,48.884434
404,AL35726,Oregon,F,College,374675.16,41479.0,94.0,1.0,Personal Auto,Two-Door Car,19.575683
405,WO70078,Oregon,F,Bachelor,748606.84,97899.0,95.0,3.0,Personal Auto,Four-Door Car,3.772105
406,CA56041,Nevada,F,College,912006.52,63878.0,113.0,0.0,Personal Auto,SUV,370.285349
407,HI41970,Oregon,F,High School or Below,567804.67,68671.0,70.0,0.0,Special Auto,Two-Door Car,8.076879
408,AU46443,Nevada,F,Bachelor,751708.38,0.0,102.0,0.0,Personal Auto,SUV,1178.995926
409,WC35554,Oregon,M,College,453053.07,34640.0,117.0,2.0,Personal Auto,Luxury,466.318191
410,JR10216,California,F,Bachelor,269138.06,21959.0,71.0,0.0,Corporate Auto,Four-Door Car,340.8
411,OH11674,Arizona,F,Bachelor,806862.39,51584.0,69.0,2.0,Corporate Auto,Two-Door Car,368.919773
412,US85318,Oregon,F,Bachelor,247857.67,65744.0,62.0,0.0,Corporate Auto,Four-Door Car,166.507217
413,FS19862,Arizona,F,Bachelor,911204.15,25198.0,118.0,0.0,Personal Auto,SUV,566.4
414,ZP80713,Arizona,F,Master,277244.13,79663.0,69.0,0.0,Personal Auto,Two-Door Car,263.957201
415,OK50159,Arizona,F,Bachelor,430579.32,31071.0,111.0,2.0,Personal Auto,Luxury,215.23091
416,TP54769,California,F,Bachelor,510335.76,39452.0,131.0,0.0,Corporate Auto,SUV,398.190882
417,FS49381,Oregon,F,Bachelor,478496.05,25813.0,61.0,0.0,Personal Auto,Four-Door Car,205.332749
418,DQ79499,Oregon,F,Doctor,1054110.98,59965.0,131.0,0.0,Personal Auto,SUV,905.030448
419,VH31965,Washington,M,Bachelor,528511.87,40783.0,67.0,1.0,Personal Auto,Four-Door Car,321.6
420,VO25602,Nevada,F,College,761084.05,98701.0,94.0,0.0,Personal Auto,Four-Door Car,79.615631
421,EP93369,Arizona,F,College,851052.59,0.0,121.0,0.0,Personal Auto,Luxury,871.2
422,DQ45854,Oregon,F,College,1617294.05,64388.0,68.0,0.0,Personal Auto,Four-Door Car,12.394834
423,QG15661,Oregon,M,College,242549.48,66841.0,62.0,0.0,Personal Auto,Four-Door Car,123.436634
424,YA80645,Oregon,F,High School or Below,289931.72,33738.0,74.0,1.0,Corporate Auto,Four-Door Car,304.390472
425,TW16499,California,M,Bachelor,363305.4,43334.0,95.0,2.0,Corporate Auto,Two-Door Car,614.367195
426,UP97629,California,F,College,345715.42,0.0,91.0,0.0,Personal Auto,Four-Door Car,245.673365
427,NU42684,Nevada,F,College,339472.03,83431.0,84.0,0.0,Personal Auto,Four-Door Car,403.2
428,EM85557,Washington,F,College,802106.71,54292.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
429,BM69818,Oregon,M,Bachelor,584152.81,0.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
430,HK15299,California,M,High School or Below,547985.42,38210.0,69.0,0.0,Personal Auto,Four-Door Car,383.043363
431,NP88496,Nevada,F,High School or Below,2045524.95,0.0,67.0,0.0,Personal Auto,Four-Door Car,482.4
432,SB99002,Oregon,F,Bachelor,831912.3,49734.0,69.0,0.0,Corporate Auto,Four-Door Car,154.748539
433,ZH42145,Washington,F,High School or Below,258286.23,50148.0,65.0,0.0,Corporate Auto,Four-Door Car,323.485239
434,JG30837,Oregon,M,College,416379.34,11689.0,117.0,0.0,Corporate Auto,SUV,561.6
435,AC22873,Arizona,F,High School or Below,485310.03,17120.0,125.0,0.0,Special Auto,SUV,717.285949
436,RO85831,Oregon,M,High School or Below,753169.73,82157.0,188.0,0.0,Corporate Auto,Luxury,1353.6
437,NN65845,Washington,F,Bachelor,258593.7,21603.0,68.0,2.0,Personal Auto,Four-Door Car,326.4
438,RZ27571,Washington,F,Bachelor,269596.39,25544.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
439,GH31557,California,M,High School or Below,268458.16,98121.0,67.0,0.0,Personal Auto,Two-Door Car,383.655742
440,MK73855,Washington,F,High School or Below,810936.46,32314.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
441,IO27771,Oregon,F,College,903665.76,89382.0,112.0,0.0,Corporate Auto,Four-Door Car,573.990258
442,HB99061,Arizona,F,High School or Below,535218.7,97742.0,132.0,0.0,Corporate Auto,SUV,199.590599
443,HQ82089,Arizona,F,High School or Below,1188096.62,0.0,114.0,0.0,Personal Auto,Four-Door Car,820.8
444,JN72184,Oregon,M,College,255709.43,0.0,73.0,0.0,Corporate Auto,Four-Door Car,525.6
445,WQ46946,California,F,College,791482.31,77153.0,99.0,1.0,Personal Auto,Four-Door Car,355.641958
446,WJ44028,California,M,Master,984008.26,94590.0,81.0,0.0,Personal Auto,Two-Door Car,388.8
447,WH77063,Arizona,F,High School or Below,435155.05,74163.0,108.0,0.0,Personal Auto,Four-Door Car,518.4
448,FI13966,Oregon,F,High School or Below,2220782.62,40450.0,287.0,3.0,Personal Auto,Luxury,1377.6
449,AQ46199,Oregon,M,High School or Below,482525.86,0.0,71.0,0.0,Personal Auto,Two-Door Car,511.2
450,WV69362,Arizona,F,High School or Below,694783.88,0.0,99.0,0.0,Corporate Auto,Two-Door Car,475.2
451,RJ90816,California,F,College,334480.95,33243.0,85.0,0.0,Personal Auto,Four-Door Car,24.555177
452,NH19236,Arizona,M,Master,235750.31,0.0,64.0,0.0,Personal Auto,Four-Door Car,199.791024
453,VW88911,Oregon,M,High School or Below,3594471.05,0.0,114.0,0.0,Corporate Auto,Four-Door Car,820.8
454,NV14535,Nevada,M,High School or Below,1040896.87,20228.0,101.0,1.0,Personal Auto,SUV,523.815839
455,BM66931,Arizona,F,High School or Below,404816.13,92801.0,100.0,0.0,Personal Auto,SUV,407.045238
456,JW24035,Oregon,M,College,685200.19,0.0,69.0,1.0,Personal Auto,Four-Door Car,406.999443
457,PG82270,California,M,College,290302.42,36845.0,74.0,0.0,Personal Auto,Four-Door Car,355.2
458,RW65101,California,F,College,1803911.42,0.0,63.0,0.0,Personal Auto,Four-Door Car,503.204804
459,QO79771,California,F,Master,324204.39,72330.0,81.0,2.0,Personal Auto,Four-Door Car,126.509441
460,EC44438,Nevada,F,Bachelor,246762.08,19352.0,65.0,0.0,Personal Auto,Four-Door Car,724.463534
461,MW54213,Arizona,M,College,567438.34,0.0,62.0,5.0,Personal Auto,Four-Door Car,297.6
462,ZN33412,Arizona,F,College,863435.6,25073.0,79.0,0.0,Personal Auto,Four-Door Car,379.2
463,HZ56678,Oregon,F,High School or Below,278019.69,20261.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
464,AN36757,Oregon,M,Master,2205600.5,66851.0,92.0,2.0,Personal Auto,Four-Door Car,408.550442
465,NB54665,Arizona,F,High School or Below,251459.2,43860.0,65.0,0.0,Corporate Auto,Four-Door Car,156.124914
466,MG99229,Oregon,M,College,588622.11,0.0,180.0,0.0,Corporate Auto,Luxury,1777.471271
467,MX76292,California,F,Doctor,770603.63,48019.0,64.0,0.0,Corporate Auto,Four-Door Car,137.665031
468,EJ90880,California,M,College,279045.82,28786.0,71.0,1.0,Personal Auto,Four-Door Car,345.619809
469,WO95180,California,F,High School or Below,239703.61,22283.0,65.0,0.0,Corporate Auto,Four-Door Car,572.072106
470,BU53191,Arizona,F,Bachelor,883432.28,34133.0,111.0,0.0,Personal Auto,SUV,226.9684
471,ZK54897,Arizona,M,Master,1443567.37,60880.0,119.0,0.0,Personal Auto,Two-Door Car,109.906628
472,PP48389,California,F,Bachelor,687196.66,0.0,196.0,2.0,Personal Auto,Luxury,940.8
473,XD29421,Oregon,M,High School or Below,1536235.44,48115.0,192.0,0.0,Personal Auto,Luxury,1382.4
474,OP26403,California,F,College,483479.75,32017.0,62.0,2.0,Personal Auto,Four-Door Car,297.6
475,XK15687,Oregon,F,High School or Below,1089930.18,58518.0,136.0,0.0,Personal Auto,SUV,323.637414
476,ED29955,California,M,Bachelor,528404.1,61542.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
477,QT84720,Oregon,F,Bachelor,289172.68,56761.0,73.0,1.0,Corporate Auto,Two-Door Car,85.146928
478,ZH35315,California,M,College,490054.51,22976.0,66.0,0.0,Personal Auto,Four-Door Car,345.951322
479,EE76374,Nevada,F,High School or Below,2084259.63,0.0,72.0,0.0,Personal Auto,Four-Door Car,709.082334
480,SH51981,Washington,M,College,524605.72,70301.0,67.0,0.0,Personal Auto,Four-Door Car,328.942798
481,BS13111,Arizona,M,Bachelor,663083.61,0.0,66.0,0.0,Personal Auto,Four-Door Car,315.950185
482,JP12645,Arizona,M,Bachelor,1203662.05,44428.0,104.0,0.0,Personal Auto,SUV,499.2
483,ZF28570,Nevada,M,Bachelor,389503.48,52361.0,102.0,0.0,Personal Auto,Four-Door Car,645.952371
484,UU93074,California,M,College,1170106.99,32435.0,297.0,0.0,Personal Auto,Luxury,1767.348807
485,SZ60450,California,M,High School or Below,341910.87,40272.0,86.0,0.0,Personal Auto,Two-Door Car,23.387192
486,HL63895,Arizona,M,Master,730277.51,30492.0,61.0,0.0,Personal Auto,Four-Door Car,171.38289
487,UD27196,Arizona,M,High School or Below,1968540.91,51524.0,244.0,0.0,Personal Auto,Luxury,1171.2
488,OU53351,Arizona,M,College,248606.49,36635.0,63.0,0.0,Corporate Auto,Four-Door Car,302.4
489,SX50964,Arizona,F,Bachelor,522432.88,83389.0,65.0,0.0,Corporate Auto,Two-Door Car,209.25613
490,RP30093,Oregon,F,Bachelor,4922143.07,63035.0,153.0,0.0,Personal Auto,SUV,734.4
491,BK73302,California,M,Bachelor,316788.87,61638.0,82.0,2.0,Corporate Auto,Four-Door Car,544.340079
492,CS93971,Arizona,F,College,780531.29,21073.0,106.0,1.0,Personal Auto,SUV,508.8
493,RG13940,California,F,College,1319792.89,0.0,68.0,3.0,Personal Auto,Four-Door Car,326.4
494,ZG94155,Oregon,M,Bachelor,623430.59,0.0,82.0,0.0,Personal Auto,Two-Door Car,192.7604
495,QN15356,Arizona,M,College,753960.06,0.0,74.0,0.0,Personal Auto,Four-Door Car,532.8
496,MZ16820,Nevada,M,High School or Below,815793.36,86811.0,102.0,0.0,Corporate Auto,Four-Door Car,489.6
497,DO98345,Oregon,M,High School or Below,1315674.9,72517.0,82.0,0.0,Personal Auto,Two-Door Car,371.458196
498,PA48777,Washington,F,High School or Below,249125.76,25965.0,5353.0,0.0,Personal Auto,Four-Door Car,329.206567
499,UK76814,Oregon,F,Doctor,533938.84,84424.0,66.0,0.0,Personal Auto,Four-Door Car,231.537001
500,SR30440,California,F,College,864917.5,43383.0,109.0,0.0,Personal Auto,SUV,757.593913
501,XE66367,Oregon,M,High School or Below,751913.36,96306.0,95.0,1.0,Special Auto,Four-Door Car,185.355353
502,SZ70655,California,F,College,429300.96,0.0,61.0,0.0,Corporate Auto,Two-Door Car,292.8
503,UV54502,Washington,F,High School or Below,253774.45,0.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
504,DK98861,Arizona,F,College,1316033.89,94125.0,109.0,0.0,Personal Auto,SUV,341.680131
505,JX14364,Oregon,M,College,1323554.44,39778.0,112.0,0.0,Personal Auto,SUV,806.4
506,LI85491,Oregon,F,High School or Below,374457.77,0.0,101.0,0.0,Personal Auto,SUV,727.2
507,JY87538,Oregon,F,College,2848607.28,91871.0,102.0,0.0,Personal Auto,SUV,346.845129
508,VE55982,Nevada,M,Bachelor,264468.46,54000.0,66.0,0.0,Corporate Auto,Two-Door Car,373.881547
509,WK99918,Oregon,M,Doctor,507328.21,57709.0,125.0,0.0,Personal Auto,SUV,600.0
510,XP16538,Arizona,F,High School or Below,427258.51,81132.0,107.0,0.0,Corporate Auto,SUV,419.105559
511,HW42900,California,M,College,1100301.65,22926.0,93.0,0.0,Corporate Auto,Four-Door Car,479.934846
512,JG84729,Arizona,F,College,1418164.28,0.0,72.0,2.0,Personal Auto,Four-Door Car,345.6
513,XH85336,Washington,M,Bachelor,554803.19,67798.0,69.0,0.0,Personal Auto,Four-Door Car,331.2
514,ND29059,Oregon,M,Bachelor,1107768.59,78011.0,138.0,0.0,Personal Auto,SUV,619.698644
515,HC76653,Oregon,M,College,243568.9,32931.0,62.0,0.0,Personal Auto,Four-Door Car,297.6
516,SG73822,California,F,Bachelor,874385.22,99517.0,109.0,0.0,Personal Auto,Four-Door Car,239.905208
517,CB44654,Arizona,M,Bachelor,240976.09,59665.0,62.0,1.0,Personal Auto,Two-Door Car,167.138119
518,MP53505,Washington,F,High School or Below,550001.25,86073.0,136.0,0.0,Corporate Auto,Luxury,333.5671
519,YJ43481,Arizona,F,High School or Below,852828.87,91099.0,107.0,0.0,Corporate Auto,SUV,406.430632
520,TP15362,Oregon,M,College,359199.61,28013.0,91.0,0.0,Personal Auto,Four-Door Car,655.2
521,YX90754,Nevada,F,High School or Below,853982.69,55478.0,71.0,0.0,Personal Auto,Two-Door Car,339.399593
522,TQ32702,Nevada,F,College,699091.78,22568.0,88.0,0.0,Corporate Auto,Four-Door Car,422.4
523,TS50305,California,F,High School or Below,397938.82,0.0,112.0,0.0,Personal Auto,SUV,806.4
524,BY22068,Arizona,M,High School or Below,2395037.44,39335.0,201.0,0.0,Corporate Auto,Luxury,964.8
525,TJ48439,Oregon,F,College,232105.25,0.0,66.0,0.0,Personal Auto,Two-Door Car,508.703134
526,TE61015,Oregon,M,College,508702.05,0.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
527,RD89159,Oregon,M,College,436293.12,58842.0,110.0,0.0,Personal Auto,Four-Door Car,528.0
528,VW86720,Oregon,F,Bachelor,745746.81,0.0,69.0,0.0,Personal Auto,Four-Door Car,678.209827
529,UM76485,Oregon,M,College,702775.96,0.0,102.0,0.0,Personal Auto,SUV,489.6
530,LS62045,Oregon,F,Bachelor,283168.37,70037.0,70.0,0.0,Personal Auto,Four-Door Car,409.985435
531,ZG84862,Nevada,M,High School or Below,421785.79,0.0,62.0,0.0,Personal Auto,Two-Door Car,446.4
532,CD76093,Nevada,M,College,759629.15,59847.0,192.0,0.0,Corporate Auto,Luxury,921.6
533,FO99259,California,M,Bachelor,836567.76,26630.0,118.0,0.0,Personal Auto,Four-Door Car,581.077056
534,KN87338,Oregon,F,High School or Below,272639.3,48039.0,68.0,0.0,Personal Auto,Four-Door Car,11.451889
535,LT89398,California,M,High School or Below,342045.22,0.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
536,NZ19529,Arizona,M,High School or Below,483910.72,0.0,137.0,0.0,Personal Auto,SUV,1227.458548
537,PR41853,Arizona,F,Bachelor,435855.35,0.0,118.0,0.0,Corporate Auto,Luxury,101.826804
538,ZF40671,Washington,F,Master,1242739.37,15818.0,107.0,0.0,Personal Auto,Two-Door Car,333.886816
539,XR84971,Oregon,F,Doctor,2351585.33,36537.0,85.0,0.0,Personal Auto,Four-Door Car,165.309001
540,BP83941,Arizona,F,Master,839632.76,0.0,115.0,1.0,Personal Auto,SUV,552.0
541,PY80449,Arizona,M,High School or Below,517097.64,53603.0,132.0,1.0,Personal Auto,Luxury,697.272246
542,ET22260,Nevada,M,Doctor,558530.81,0.0,80.0,0.0,Corporate Auto,Four-Door Car,6.281344
543,OF47250,California,F,Doctor,863949.5,92374.0,107.0,1.0,Personal Auto,SUV,220.018279
544,WB58031,California,M,High School or Below,528183.35,39658.0,66.0,0.0,Corporate Auto,Four-Door Car,316.8
545,UV80201,Oregon,F,Bachelor,838525.23,0.0,116.0,0.0,Personal Auto,Luxury,556.8
546,PY10605,Arizona,M,Bachelor,463310.13,0.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
547,JI82682,California,F,High School or Below,248039.27,0.0,65.0,0.0,Personal Auto,Four-Door Car,328.314222
548,BU14748,Arizona,M,High School or Below,361868.69,50755.0,91.0,0.0,Personal Auto,Two-Door Car,436.8
549,QK18099,Washington,F,College,537584.28,69050.0,67.0,0.0,Personal Auto,Four-Door Car,334.892437
550,LD26428,Oregon,M,Bachelor,489329.15,0.0,73.0,0.0,Corporate Auto,Four-Door Car,680.047456
551,MY43761,California,M,High School or Below,1073768.43,50607.0,137.0,0.0,Personal Auto,SUV,657.6
552,WQ89892,Washington,F,College,260781.55,0.0,70.0,1.0,Special Auto,Two-Door Car,336.0
553,GY55415,Nevada,F,Bachelor,1572525.05,0.0,149.0,0.0,Corporate Auto,SUV,1072.8
554,IB42395,Nevada,M,College,955341.55,0.0,146.0,0.0,Corporate Auto,SUV,1051.2
555,ZU74482,Oregon,M,College,750745.54,60920.0,64.0,0.0,Personal Auto,Two-Door Car,231.201886
556,NL74789,California,F,Bachelor,732492.82,0.0,105.0,0.0,Special Auto,Two-Door Car,504.0
557,YU86594,Oregon,M,High School or Below,533303.81,55674.0,66.0,0.0,Personal Auto,Four-Door Car,81.710575
558,QN37451,California,M,College,1276723.06,0.0,189.0,0.0,Corporate Auto,Luxury,2201.327879
559,GD83998,Washington,M,Bachelor,265933.8,24495.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
560,IL83479,Oregon,F,College,348363.04,42983.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
561,EF87528,Arizona,M,College,463654.65,26802.0,66.0,1.0,Special Auto,Two-Door Car,316.8
562,IV74747,California,M,Doctor,1753003.66,0.0,97.0,0.0,Corporate Auto,Four-Door Car,469.229028
563,JZ81608,Oregon,M,High School or Below,697871.98,53808.0,88.0,0.0,Personal Auto,Four-Door Car,189.835063
564,EO40136,Arizona,F,College,291224.84,93403.0,73.0,0.0,Personal Auto,Four-Door Car,295.224598
565,ZR40902,Oregon,F,Bachelor,420927.93,26435.0,111.0,1.0,Corporate Auto,Four-Door Car,1012.249308
566,PO89542,Oregon,F,Bachelor,500980.89,0.0,68.0,0.0,Personal Auto,Four-Door Car,326.4
567,FX57380,California,F,Bachelor,521751.33,39854.0,66.0,0.0,Personal Auto,Two-Door Car,261.930545
568,NM22175,Oregon,M,College,1149033.62,0.0,161.0,0.0,Personal Auto,SUV,1052.933035
569,BC97773,Nevada,F,Master,286454.4,91368.0,71.0,0.0,Personal Auto,Four-Door Car,395.328407
570,MN34012,Arizona,M,Bachelor,840391.02,0.0,115.0,0.0,Personal Auto,SUV,552.0
571,KY29506,California,F,College,2039596.88,92850.0,104.0,1.0,Personal Auto,Four-Door Car,499.2
572,VU84949,Washington,F,Bachelor,529263.25,0.0,70.0,0.0,Personal Auto,Two-Door Car,336.0
573,HC20975,Arizona,M,Bachelor,1672777.19,30915.0,72.0,2.0,Personal Auto,Four-Door Car,345.6
574,IF87079,Arizona,F,Master,580112.83,48927.0,72.0,0.0,Personal Auto,Four-Door Car,139.354893
575,EP18940,Oregon,F,Bachelor,947297.38,0.0,86.0,0.0,Personal Auto,Four-Door Car,412.8
576,SB44003,Arizona,F,College,1048491.54,61108.0,89.0,0.0,Personal Auto,Four-Door Car,49.451117
577,MK15785,Nevada,M,Master,438731.09,48015.0,110.0,0.0,Corporate Auto,Luxury,528.0
578,VP89545,Arizona,M,College,452288.35,0.0,61.0,0.0,Personal Auto,Four-Door Car,292.8
579,HJ58678,Nevada,F,College,541815.21,57587.0,68.0,0.0,Personal Auto,Four-Door Car,257.090387
580,MW80236,Washington,M,Master,,0.0,70.0,0.0,Personal Auto,Four-Door Car,336.0
581,IA52178,Arizona,F,College,1578529.69,81119.0,196.0,0.0,Corporate Auto,SUV,940.8
582,WC42895,California,F,Bachelor,2211039.8,65724.0,70.0,0.0,Personal Auto,Four-Door Car,14.518312
583,JP41935,Washington,M,High School or Below,1359619.97,20128.0,70.0,2.0,Personal Auto,Four-Door Car,336.0
584,YM77369,Oregon,M,High School or Below,475612.62,56146.0,119.0,0.0,Corporate Auto,Four-Door Car,401.785805
585,WV15213,California,M,Bachelor,244705.31,84658.0,62.0,0.0,Personal Auto,Four-Door Car,44.780402
586,GX37592,Nevada,F,College,567592.33,33257.0,72.0,1.0,Personal Auto,Four-Door Car,345.6
587,VM34210,Washington,F,College,739903.21,0.0,101.0,0.0,Personal Auto,SUV,337.617149
588,YJ59924,Oregon,M,College,730843.39,31115.0,92.0,0.0,Personal Auto,Four-Door Car,441.6
589,OO35641,Oregon,F,College,3287174.78,78487.0,117.0,0.0,Personal Auto,SUV,448.255019
590,EU54076,Oregon,M,Bachelor,522892.01,92472.0,65.0,0.0,Corporate Auto,Four-Door Car,240.221415
591,QH56750,Arizona,M,High School or Below,2070086.45,0.0,64.0,0.0,Personal Auto,Four-Door Car,460.8
592,PQ27923,Washington,M,Master,633303.08,71737.0,79.0,0.0,Personal Auto,Two-Door Car,338.79562
593,ES16126,California,M,College,433038.6,60475.0,107.0,0.0,Personal Auto,Four-Door Car,513.6
594,PG42834,Arizona,F,Bachelor,629273.54,26577.0,79.0,0.0,Personal Auto,Four-Door Car,73.719521
595,OY44814,Arizona,M,High School or Below,491788.96,0.0,71.0,0.0,Personal Auto,Two-Door Car,511.2
596,JI97190,California,M,High School or Below,516581.0,43461.0,64.0,0.0,Personal Auto,Two-Door Car,307.2
597,ZK61113,Oregon,M,High School or Below,629159.0,0.0,94.0,0.0,Personal Auto,Two-Door Car,676.8
598,MU88116,Oregon,F,Master,458267.42,69085.0,113.0,0.0,Corporate Auto,Luxury,472.271907
599,TP61305,California,M,High School or Below,606244.16,0.0,84.0,0.0,Personal Auto,Four-Door Car,604.8
600,ZY20779,Washington,M,High School or Below,497907.99,0.0,71.0,0.0,Personal Auto,Two-Door Car,340.8
601,KP65334,California,F,College,583056.14,0.0,77.0,0.0,Corporate Auto,Four-Door Car,783.431945
602,OH15677,California,M,High School or Below,374257.91,0.0,110.0,1.0,Personal Auto,Luxury,1272.546918
603,HB53755,Oregon,F,High School or Below,384959.67,0.0,106.0,0.0,Personal Auto,Luxury,763.2
604,UF77079,Arizona,F,High School or Below,1526581.49,58361.0,95.0,0.0,Personal Auto,Four-Door Car,43.599861
605,TD20252,Arizona,M,College,531780.72,74092.0,67.0,0.0,Personal Auto,Four-Door Car,321.6
606,TH68362,California,F,College,237480.92,0.0,64.0,0.0,Corporate Auto,Four-Door Car,380.822087
607,TO34442,Washington,M,College,553286.33,59768.0,71.0,1.0,Personal Auto,Four-Door Car,340.8
608,MP96373,Washington,M,Master,571978.57,54585.0,7575.0,1.0,Personal Auto,Two-Door Car,340.8
609,CV72453,Oregon,F,High School or Below,451220.44,0.0,125.0,0.0,Corporate Auto,SUV,900.0
610,OY92520,California,F,Bachelor,726480.39,12075.0,94.0,0.0,Personal Auto,Four-Door Car,451.2
611,UY95530,California,M,College,865886.38,62464.0,109.0,0.0,Personal Auto,Luxury,400.181882
612,FB84235,Oregon,M,College,549894.07,22520.0,73.0,0.0,Personal Auto,Four-Door Car,350.4
613,MJ14480,Arizona,F,High School or Below,559938.29,35012.0,72.0,0.0,Personal Auto,Four-Door Car,345.6
614,KW81128,Arizona,F,College,1522819.87,95140.0,126.0,0.0,Personal Auto,Luxury,45.049185
615,DQ98402,Nevada,F,High School or Below,364483.36,82477.0,90.0,0.0,Corporate Auto,Two-Door Car,432.0
616,WN53966,California,M,Master,369344.08,85871.0,92.0,1.0,Personal Auto,Four-Door Car,112.633539
617,QK69627,Washington,F,High School or Below,938816.29,75264.0,78.0,0.0,Personal Auto,Four-Door Car,343.340301
